Id,Position,Name,LastName,Age,Gender,Country,Worth,Image,Sector,Company
5493,501,Rainer Blickle,Blickle,70,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/250c3eea55c826ca89f092951d0882b3/416x416.jpg?background=000000&cropX1=55&cropX2=680&cropY1=256&cropY2=881,Manufacturing ,Auto Parts
1394,502,Rocco Commisso,Commisso,68,None,United States,4.3,https://specials-images.forbesimg.com/imageserve/59ea2558a7ea436b47b42175/416x416.jpg?background=000000&cropX1=124&cropX2=1295&cropY1=75&cropY2=1245,Telecom ,Telecom
8340,503,Giuseppe De'Longhi,De'Longhi,79,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/59ea2558a7ea436b47b42175/416x416.jpg?background=000000&cropX1=124&cropX2=1295&cropY1=75&cropY2=1245,Fashion & Retail ,Coffee Makers
8545,504,Tilman Fertitta,Fertitta,60,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/59dbd838a7ea436b47b39d0f/416x416.jpg?background=000000&cropX1=2976&cropX2=4431&cropY1=848&cropY2=2303,Food And Beverage ,"Houston Rockets, Entertainment"
3481,505,Nathan Kirsh,Kirsh,86,Male,Swaziland,4.3,https://specials-images.forbesimg.com/imageserve/5a8118d14bbe6f2652f54533/416x416.jpg?background=000000&cropX1=839&cropX2=2666&cropY1=966&cropY2=2795,Fashion & Retail ,"Retail, Real Estate"
9603,506,Terrence Pegula,Pegula,67,Male,United States,4.3,https://specials-images.forbesimg.com/imageserve/5a8dd70b31358e4955adfb2a/416x416.jpg?background=000000&cropX1=876&cropX2=4433&cropY1=94&cropY2=3648,Energy ,Natural Gas
7239,507,Robert Pera,Pera,40,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/59dbea1c31358e542c038325/416x416.jpg?background=000000&cropX1=729&cropX2=2443&cropY1=353&cropY2=2068,Technology ,Wireless Networking Gear
7337,508,Gary Rollins,Rollins,73,None,None,4.3,https://specials-images.forbesimg.com/imageserve/57e11eb8a7ea430a8a1a0944/416x416.jpg?background=000000&cropX1=188&cropX2=652&cropY1=114&cropY2=578,Service ,Pest Control
6459,509,Randall Rollins,Rollins,86,Male,USA,4.3,https://specials-images.forbesimg.com/imageserve/c71620af40d526c7e992f006ce03dc6f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870,Service ,Pest Control
2733,510,Alejandro Santo Domingo,Santo Domingo,41,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/59d7b38a31358e542c036a6c/416x416.jpg?background=000000&cropX1=234&cropX2=1182&cropY1=220&cropY2=1168,Food And Beverage ,Beer
1313,511,Andres Santo Domingo,Santo Domingo,40,Male,United States,4.3,https://specials-images.forbesimg.com/imageserve/59d7b57c31358e542c036ac3/416x416.jpg?background=000000&cropX1=1245&cropX2=2367&cropY1=124&cropY2=1246,Food And Beverage ,Beer
6197,512,Pham Nhat Vuong,Vuong,49,Male,None,4.3,https://specials-images.forbesimg.com/imageserve/5a8139ee4bbe6f2652f546ef/416x416.jpg?background=000000&cropX1=1139&cropX2=2029&cropY1=12&cropY2=901,Diversified ,Diversified
2914,513,Roger Wang,Wang,69,Male,United States,4.3,https://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=23&cropY2=767,Fashion & Retail ,Retail
2921,514,Stephen Bisciotti,Bisciotti,58,Male,United States,4.2,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropX1=1221&cropX2=3620&cropY1=156&cropY2=2555,Sports ,"Staffing, Baltimore Ravens"
1712,515,"Austen Cargill, Ii.",Cargill,67,Male,United States,4.2,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropX1=1221&cropX2=3620&cropY1=156&cropY2=2555,Food And Beverage ,Cargill
2742,516,"James Cargill, Ii.",Cargill,69,Male,None,4.2,https://specials-images.forbesimg.com/imageserve/5a8dd6254bbe6f2652f6269b/416x416.jpg?background=000000&cropX1=1221&cropX2=3620&cropY1=156&cropY2=2555,Food And Beverage ,Cargill
3007,517,Archie Aldis Emmerson,Emmerson,89,Male,USA,4.2,https://specials-images.forbesimg.com/imageserve/b0fbe22d9c0799e3c6bb9ca811c78752/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=37&cropY2=637,Manufacturing ,"Timberland, Lumber Mills"
6572,518,Antti Herlin,Herlin,61,Male,None,4.2,https://specials-images.forbesimg.com/imageserve/956147a56d019eb6687c1186da18dab1/416x416.jpg?background=000000&cropX1=3&cropX2=597&cropY1=6&cropY2=601,Manufacturing ,"Elevators, Escalators"
7425,519,Sumet Jiaravanon,Jiaravanon,83,Male,None,4.2,https://specials-images.forbesimg.com/imageserve/956147a56d019eb6687c1186da18dab1/416x416.jpg?background=000000&cropX1=3&cropX2=597&cropY1=6&cropY2=601,Diversified ,Diversified
9640,520,Lars Larsen,Larsen,69,None,Denmark,4.2,https://specials-images.forbesimg.com/imageserve/5a7dd8914bbe6f2652f51def/416x416.jpg?background=000000&cropX1=2108&cropX2=4222&cropY1=0&cropY2=2115,Fashion & Retail ,Retail
5865,521,Marianne Liebmann,Liebmann,64,Female,None,4.2,https://specials-images.forbesimg.com/imageserve/5a7dd8914bbe6f2652f51def/416x416.jpg?background=000000&cropX1=2108&cropX2=4222&cropY1=0&cropY2=2115,Food And Beverage ,Cargill
7828,522,Bobby Murphy,Murphy,30,None,None,4.2,https://specials-images.forbesimg.com/imageserve/59dbed78a7ea436b47b39fbd/416x416.jpg?background=000000&cropX1=616&cropX2=2174&cropY1=471&cropY2=2030,Technology ,Snapchat
1237,523,Igor Olenicoff,Olenicoff,75,Male,USA,4.2,https://specials-images.forbesimg.com/imageserve/55faa6b6e4b0ffa7afe4ae7b/416x416.jpg?background=000000&cropX1=155&cropX2=653&cropY1=18&cropY2=516,Real Estate ,Real Estate
4966,524,"Walter Scott, Jr.",Scott,87,Male,United States,4.2,https://specials-images.forbesimg.com/imageserve/57e072e5a7ea430a8a1a07ba/416x416.jpg?background=000000&cropX1=135&cropX2=744&cropY1=37&cropY2=646,Energy ,"Utilities, Telecom"
5055,525,"Clemmie Spangler, Jr.",Spangler,86,Male,United States,4.2,https://specials-images.forbesimg.com/imageserve/84531a01ca8f3d559caa46d711a72e4a/416x416.jpg?background=000000&cropX1=0&cropX2=1308&cropY1=204&cropY2=1511,Finance And Investments ,Investments
8602,526,Wang Yusuo,Wang,54,Male,People's Republic of China,4.2,https://specials-images.forbesimg.com/imageserve/05c3ca170797cbffcf1675e9b083200f/416x416.jpg?background=000000&cropX1=48&cropX2=715&cropY1=8&cropY2=675,Energy ,Natural Gas Distribution
7803,527,Carl Bennet,Bennet,66,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/6248eb20b6c73f87e3007caee7047f26/416x416.jpg?background=000000&cropX1=71&cropX2=744&cropY1=0&cropY2=674,Finance And Investments ,Investments
1368,528,Arthur Blank,Blank,75,Male,United States,4.1,https://specials-images.forbesimg.com/imageserve/af4ef0ebe7642629324ad254a854273f/416x416.jpg?background=000000&cropX1=143&cropX2=660&cropY1=19&cropY2=536,Sports ,Home Depot
4361,529,Jaran Chiaravanont,Chiaravanont,88,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/af4ef0ebe7642629324ad254a854273f/416x416.jpg?background=000000&cropX1=143&cropX2=660&cropY1=19&cropY2=536,Diversified ,Diversified
6767,530,Jack & Laura Dangermond,Dangermond,72,,United States,4.1,https://specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropX1=168&cropX2=740&cropY1=28&cropY2=600,Technology ,Mapping Software
1431,531,Fan Hongwei,Fan,51,Female,China,4.1,https://specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropX1=168&cropX2=740&cropY1=28&cropY2=600,Energy ,Petrochemicals
1300,532,John Gandel,Gandel,83,None,None,4.1,https://specials-images.forbesimg.com/imageserve/5a7a57e0a7ea43169012d964/416x416.jpg?background=000000&cropX1=264&cropX2=2195&cropY1=135&cropY2=2067,Real Estate ,Shopping Malls
6520,533,James Jannard,Jannard,69,Male,United States,4.1,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropX1=48&cropX2=744&cropY1=29&cropY2=725,Fashion & Retail ,Sunglasses
4664,534,Montri Jiaravanont,Jiaravanont,87,Male,Thailand,4.1,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropX1=48&cropX2=744&cropY1=29&cropY2=725,Diversified ,Diversified
4322,535,Samuel Tak Lee,Lee,79,Male,Hong Kong,4.1,https://specials-images.forbesimg.com/imageserve/31538b6d5294610d0ab110c04daf09a2/416x416.jpg?background=000000&cropX1=48&cropX2=744&cropY1=29&cropY2=725,Real Estate ,Real Estate
6656,536,Pawan Munjal,Munjal,64,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/57d8876631358e16c5898f96/416x416.jpg?background=000000&cropX1=253&cropX2=672&cropY1=137&cropY2=556,Automotive ,Motorcycles
2005,537,Axel Oberwelland,Oberwelland,51,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/57d8876631358e16c5898f96/416x416.jpg?background=000000&cropX1=253&cropX2=672&cropY1=137&cropY2=556,Food And Beverage ,Candy
9153,538,James Packer,Packer,50,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/5a7a56f7a7ea43169012d94d/416x416.jpg?background=000000&cropX1=0&cropX2=2768&cropY1=11&cropY2=2781,Gambling & Casinos ,Casinos
1597,539,Isaac Perlmutter,Perlmutter,75,None,United States,4.1,https://specials-images.forbesimg.com/imageserve/58d533e431358e1a35ad984c/416x416.jpg?background=000000&cropX1=508&cropX2=1473&cropY1=61&cropY2=1025,Media & Entertainment ,Marvel Comics
1835,540,"H. Ross Perot, Sr.",Perot,87,Male,United States,4.1,https://specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,Diversified ,"Computer Services, Real Estate"
4354,541,Michael Pieper,Pieper,72,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/82baa7f5ff8103ce920683e17948b55c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762,Manufacturing ,Kitchen Appliances
1400,542,Thomas Pritzker,Pritzker,68,None,United States,4.1,https://specials-images.forbesimg.com/imageserve/7dd7043c48edb3bd30804e026ddab444/416x416.jpg?background=000000&cropX1=142&cropX2=743&cropY1=308&cropY2=909,Finance And Investments ,"Hotels, Investments"
8885,543,"Julian Robertson, Jr.",Robertson,85,Male,United States,4.1,https://specials-images.forbesimg.com/imageserve/59d7ee3131358e542c036e4e/416x416.jpg?background=000000&cropX1=108&cropX2=651&cropY1=109&cropY2=652,Finance And Investments ,Hedge Funds
6052,544,Renzo Rosso,Rosso,62,None,None,4.1,https://specials-images.forbesimg.com/imageserve/5a7f9efb31358e4955ad1eb9/416x416.jpg?background=000000&cropX1=114&cropX2=1523&cropY1=57&cropY2=1466,Fashion & Retail ,Fashion
4026,545,Hussain Sajwani,Sajwani,65,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/56d06a93e4b0c144a7f64a47/416x416.jpg?background=000000&cropX1=10&cropX2=744&cropY1=39&cropY2=774,Real Estate ,Real Estate
3855,546,Yasumitsu Shigeta,Shigeta,53,None,None,4.1,https://specials-images.forbesimg.com/imageserve/5ac2512f31358e4112b68a20/416x416.jpg?background=000000&cropX1=9&cropX2=1413&cropY1=9&cropY2=1413,Telecom ,Mobile Phone Retailer
7312,547,Evan Spiegel,Spiegel,29,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/59162afb31358e03e5590bd9/416x416.jpg?background=000000&cropX1=1011&cropX2=4726&cropY1=32&cropY2=3744,Technology ,Snapchat
9136,548,Wang Xing,Wang,45,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/5a7d03fba7ea431690130d98/416x416.jpg?background=000000&cropX1=101&cropX2=561&cropY1=90&cropY2=549,Technology ,E-Commerce
9813,549,Kelcy Warren,Warren,62,Male,None,4.1,https://specials-images.forbesimg.com/imageserve/59d7eab04bbe6f37dda020cf/416x416.jpg?background=000000&cropX1=2496&cropX2=3723&cropY1=163&cropY2=1389,Energy ,Pipelines
6868,550,Ben Ashkenazy,Ashkenazy,48,Male,USA,4.0,https://specials-images.forbesimg.com/imageserve/59ef795e4bbe6f37dda1056d/416x416.jpg?background=000000&cropX1=1613&cropX2=3298&cropY1=1291&cropY2=2975,Real Estate ,Real Estate
9253,551,Ursula Bechtolsheimer-Kipp,Bechtolsheimer-Kipp,0,Female,None,4.0,https://specials-images.forbesimg.com/imageserve/5a7e5aff31358e4955ad13b7/416x416.jpg?background=000000&cropX1=18&cropX2=775&cropY1=120&cropY2=877,Real Estate ,Retail
6875,552,Otto Philipp Braun,Braun,40,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/5a68e7774bbe6f2652f37a75/416x416.jpg?background=000000&cropX1=165&cropX2=813&cropY1=30&cropY2=679,Healthcare ,Medical Technology
7181,553,Che Jianxing,Che,51,None,China,4.0,https://specials-images.forbesimg.com/imageserve/589ce0f74bbe6f0e55866685/416x416.jpg?background=000000&cropX1=72&cropX2=744&cropY1=0&cropY2=672,Fashion & Retail ,Furniture Retailing
9226,554,Dagmar Dolby,Dolby,76,None,None,4.0,https://specials-images.forbesimg.com/imageserve/59d7fbac4bbe6f37dda021cd/416x416.jpg?background=000000&cropX1=0&cropX2=838&cropY1=669&cropY2=1506,Technology ,Dolby Laboratories
1378,555,Traudl Engelhorn,Engelhorn,91,Female,None,4.0,https://specials-images.forbesimg.com/imageserve/5a7e56414bbe6f2652f529b3/416x416.jpg?background=000000&cropX1=116&cropX2=1016&cropY1=250&cropY2=1150,Healthcare ,"Pharmaceuticals, Medical Equipment"
6081,556,Dan Friedkin,Friedkin,53,Male,USA,4.0,https://specials-images.forbesimg.com/imageserve/5a8dd78231358e4955adfbaa/416x416.jpg?background=000000&cropX1=0&cropX2=2168&cropY1=356&cropY2=2525,Automotive ,Toyota Dealerships
6627,557,Sergei Galitsky,Galitsky,50,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/5a80b5184bbe6f2652f54002/416x416.jpg?background=000000&cropX1=1003&cropX2=2987&cropY1=9&cropY2=1994,Fashion & Retail ,Retail
1493,558,Huang Rulun,Huang,66,Male,China,4.0,https://specials-images.forbesimg.com/imageserve/b8f39daf7c442a93e854518a273084a2/416x416.jpg?background=000000&cropX1=69&cropX2=716&cropY1=142&cropY2=790,Real Estate ,Real Estate
7651,559,Erman Ilicak,Ilicak,50,None,None,4.0,https://specials-images.forbesimg.com/imageserve/58b73d2f4bbe6f0e5587d21e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,Construction & Engineering ,Construction
6750,560,Ronald Lauder,Lauder,74,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,Fashion & Retail ,Estee Lauder
9351,561,Michel Leclercq,Leclercq,79,Male,France,4.0,https://specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,Fashion & Retail ,Sporting Goods
2512,562,Michael Moritz,Moritz,63,None,United States,4.0,https://specials-images.forbesimg.com/imageserve/59dbd8bba7ea436b47b39d44/416x416.jpg?background=000000&cropX1=1200&cropX2=3680&cropY1=80&cropY2=2559,Technology ,Venture Capital
6610,563,Issad Rebrab,Rebrab,74,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/5a7a210fa7ea43169012d507/416x416.jpg?background=000000&cropX1=523&cropX2=2140&cropY1=10&cropY2=1626,Food And Beverage ,Food
9014,564,Naguib Sawiris,Sawiris,64,Male,Egypt,4.0,https://specials-images.forbesimg.com/imageserve/5a7dddd44bbe6f2652f51ec1/416x416.jpg?background=000000&cropX1=5&cropX2=2447&cropY1=21&cropY2=2464,Telecom ,Telecom
2870,565,Richard Schulze,Schulze,77,Male,United States,4.0,https://specials-images.forbesimg.com/imageserve/1423046948c12a11b7b90939845786aa/416x416.jpg?background=000000&cropX1=245&cropX2=1029&cropY1=108&cropY2=892,Fashion & Retail ,Best Buy
8373,566,B.R. Shetty,Shetty,76,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/56cafcc7e4b062f6b59a354a/416x416.jpg?background=000000&cropX1=56&cropX2=703&cropY1=93&cropY2=741,Healthcare ,Healthcare
4975,567,Jeff Sutton,Sutton,58,Male,None,4.0,https://specials-images.forbesimg.com/imageserve/56cafcc7e4b062f6b59a354a/416x416.jpg?background=000000&cropX1=56&cropX2=703&cropY1=93&cropY2=741,Real Estate ,Real Estate
7898,568,Tony Tan Caktiong,Tan Caktiong,65,None,Philippines,4.0,https://specials-images.forbesimg.com/imageserve/599b5d1b4bbe6f5997f04310/416x416.jpg?background=000000&cropX1=783&cropX2=3434&cropY1=17&cropY2=2667,Food And Beverage ,Food
6629,569,Yu Huijiao,Yu,52,None,None,4.0,https://specials-images.forbesimg.com/imageserve/5a7d1bc14bbe6f2652f51217/416x416.jpg?background=000000&cropX1=15&cropX2=1937&cropY1=258&cropY2=2180,Logistics ,Package Delivery
2525,570,Zhang Xuexin,Zhang,70,Male,China,4.0,https://specials-images.forbesimg.com/imageserve/5a8dfe16a7ea4316901410ad/416x416.jpg?background=000000&cropX1=701&cropX2=2810&cropY1=5&cropY2=2112,Metals & Mining ,Aluminum
6847,571,Zhang Yiming,Zhang,35,Male,China,4.0,https://specials-images.forbesimg.com/imageserve/5a7d250aa7ea431690130ede/416x416.jpg?background=000000&cropX1=1389&cropX2=2538&cropY1=771&cropY2=1919,Technology ,Software
3849,572,Suhail Bahwan,Bahwan,79,None,None,3.9,https://specials-images.forbesimg.com/imageserve/58accd954bbe6f0e55873ffd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783,Diversified ,Diversified
3032,573,Rick Caruso,Caruso,59,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/5a8dd7e74bbe6f2652f6274e/416x416.jpg?background=000000&cropX1=0&cropX2=1983&cropY1=0&cropY2=1984,Real Estate ,Real Estate
8632,574,Tom Gores,Gores,53,Male,USA,3.9,https://specials-images.forbesimg.com/imageserve/59dbd23431358e542c0380ab/416x416.jpg?background=000000&cropX1=1074&cropX2=2950&cropY1=130&cropY2=2006,Finance And Investments ,Private Equity
4330,575,Peter Hargreaves,Hargreaves,71,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880,Finance And Investments ,Financial Services
9966,576,Daniela Herz,Herz,64,Female,Germany,3.9,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880,Finance And Investments ,Coffee
5165,577,Guenter Herz,Herz,77,None,None,3.9,https://specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/416x416.jpg?background=000000&cropX1=87&cropX2=630&cropY1=95&cropY2=638,Finance And Investments ,Coffee
1200,578,Masatoshi Ito,Ito,94,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,Fashion & Retail ,Retail
7024,579,Barry Lam,Lam,69,None,Taiwan,3.9,https://specials-images.forbesimg.com/imageserve/56cc32c1e4b062f6b59a4fdd/416x416.jpg?background=000000&cropX1=45&cropX2=651&cropY1=89&cropY2=695,Technology ,Electronics
2378,580,Sudhir & Samir Mehta,Mehta,0,Male,India,3.9,https://specials-images.forbesimg.com/imageserve/5abba482a7ea432fbc1d5d2a/416x416.jpg?background=000000&cropX1=1748&cropX2=4571&cropY1=233&cropY2=3058,Diversified ,Diversified
3346,581,Ravi Pillai,Pillai,64,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/852181c7f225b2df196d085d65487095/416x416.jpg?background=000000&cropX1=89&cropX2=704&cropY1=81&cropY2=697,Construction & Engineering ,Construction
4791,582,Stewart And Lynda Resnick,Resnick,0,,None,3.9,https://specials-images.forbesimg.com/imageserve/59d7fd0731358e542c036eb5/416x416.jpg?background=000000&cropX1=575&cropX2=2287&cropY1=341&cropY2=2053,Food And Beverage ,"Agriculture, Water"
8898,583,Jerry Speyer,Speyer,78,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/59d7fdd831358e542c036ecf/416x416.jpg?background=000000&cropX1=169&cropX2=1611&cropY1=40&cropY2=1483,Real Estate ,Real Estate
6970,584,Harry Stine,Stine,76,None,None,3.9,https://specials-images.forbesimg.com/imageserve/59d7ff5531358e542c036ed6/416x416.jpg?background=000000&cropX1=352&cropX2=1206&cropY1=124&cropY2=978,Food And Beverage ,Agriculture
6742,585,George Ty,Ty,85,Male,None,3.9,https://specials-images.forbesimg.com/imageserve/a4d43f17fff8159e27532df9db2b8c45/416x416.jpg?background=000000&cropX1=166&cropX2=744&cropY1=48&cropY2=627,Finance And Investments ,Banking
2784,586,Steven Udvar-Hazy,Udvar-Hazy,72,Male,United States,3.9,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740,Service ,Aircraft Leasing
6646,587,Christoph Zeller,Zeller,61,None,Liechtenstein,3.9,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740,Healthcare ,Dental Implants
6303,588,Nathan Blecharczyk,Blecharczyk,36,Male,United States,3.8,https://specials-images.forbesimg.com/imageserve/5a8dda51a7ea431690140c1f/416x416.jpg?background=000000&cropX1=891&cropX2=3257&cropY1=303&cropY2=2667,Technology ,Airbnb
2324,589,Hubert Burda,Burda,78,None,None,3.8,https://specials-images.forbesimg.com/imageserve/5a7e18774bbe6f2652f5262a/416x416.jpg?background=000000&cropX1=545&cropX2=2767&cropY1=28&cropY2=2251,Media & Entertainment ,Publishing
4068,590,Chen Dongsheng,Chen,60,Male,None,3.8,https://specials-images.forbesimg.com/imageserve/5a7bc417a7ea43169012f465/416x416.jpg?background=000000&cropX1=903&cropX2=3641&cropY1=0&cropY2=2736,Finance And Investments ,Insurance
6670,591,Brian Chesky,Chesky,37,None,United States,3.8,https://specials-images.forbesimg.com/imageserve/59d8056a31358e542c036f00/416x416.jpg?background=000000&cropX1=545&cropX2=2830&cropY1=1231&cropY2=3518,Technology ,Airbnb
8977,592,Gustaf Douglas,Douglas,80,Male,Sweden,3.8,https://specials-images.forbesimg.com/imageserve/5a811d2e4bbe6f2652f545c3/416x416.jpg?background=000000&cropX1=0&cropX2=1212&cropY1=3&cropY2=1216,Diversified ,Investments
2945,593,Joe Gebbia,Gebbia,37,Male,None,3.8,https://specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336,Technology ,Airbnb
5840,594,Peter Gilgan,Gilgan,67,Male,None,3.8,https://specials-images.forbesimg.com/imageserve/5a7bb1f84bbe6f2652f4f39e/416x416.jpg?background=000000&cropX1=576&cropX2=4419&cropY1=0&cropY2=3840,Construction & Engineering ,Homebuilding
9078,595,Jeff Greene,Greene,63,None,United States,3.8,https://specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788,Real Estate ,"Real Estate, Investments"
1391,596,Jiang Weiping,Jiang,63,None,China,3.8,https://specials-images.forbesimg.com/imageserve/562e57f2e4b0ffa7afe645f1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=113&cropY2=854,Manufacturing ,Chemicals
9695,597,Dominika & Sebastian Kulczyk,Kulczyk,0,,None,3.8,https://specials-images.forbesimg.com/imageserve/5a806eb631358e4955ad27e5/416x416.jpg?background=000000&cropX1=1071&cropX2=4110&cropY1=7&cropY2=3046,Finance And Investments ,Diversified
2961,598,Li Wa,Li,52,None,None,3.8,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=190&cropY2=934,Real Estate ,Real Estate
3675,599,Robert Mcnair,Mcnair,81,Male,None,3.8,https://specials-images.forbesimg.com/imageserve/5a8dda8ba7ea431690140c29/416x416.jpg?background=000000&cropX1=217&cropX2=2655&cropY1=249&cropY2=2686,Sports ,"Energy, Sports"
1023,600,Masahiro Miki,Miki,62,Male,None,3.8,https://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374,Fashion & Retail ,Shoes
6854,601,Katharina Otto-Bernstein,Otto-Bernstein,0,Female,Germany,3.8,https://specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340,Real Estate ,Real Estate
3095,602,Ira Rennert,Rennert,84,Male,United States,3.8,https://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710,Finance And Investments ,Investments
1875,603,Henry Samueli,Samueli,63,None,None,3.8,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,Technology ,Semiconductors
3583,604,Zeng Fangqin,Zeng,52,Female,None,3.8,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,Technology ,Smartphone Components
7693,605,Zhang Jin,Zhang,46,None,None,3.8,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,Diversified ,Diversified
5081,606,Nick Caporella,Caporella,82,Male,None,3.7,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,Food And Beverage ,Beverages
1123,607,Mark Cuban,Cuban,59,Male,None,3.7,https://specials-images.forbesimg.com/imageserve/59dbe47b31358e542c038283/416x416.jpg?background=000000&cropX1=720&cropX2=1325&cropY1=189&cropY2=793,Media & Entertainment ,Online Media
2197,608,Ken Fisher,Fisher,67,Male,None,3.7,https://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455,Finance And Investments ,Money Management
9443,609,Jaime Gilinski Bacal,Gilinski Bacal,60,Male,None,3.7,https://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810,Finance And Investments ,Banking
2347,610,Andreas Halvorsen,Halvorsen,57,None,None,3.7,https://specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456,Finance And Investments ,Hedge Funds
